release_year,sentiment_analysis,developer
2016,1,Wube Software LTD.
2016,1,Wube Software LTD.
2016,1,Wube Software LTD.
2016,1,Wube Software LTD.
2016,1,Wube Software LTD.
2012,1,Valve
2007,1,Valve
2007,1,Valve
2013,2,3909
2013,2,3909
2015,1,"Mario von Rickenbach,Michael Frei"
2015,1,"Mario von Rickenbach,Michael Frei"
2015,1,"Mario von Rickenbach,Michael Frei"
2006,2,Microsoft Game Studios
2014,0,SkyGoblin
2014,0,SkyGoblin
2016,1,ConcernedApe
2016,1,ConcernedApe
2016,1,ConcernedApe
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2001,1,Gearbox Software
2012,2,Valve
2013,1,3909
2013,1,3909
2014,2,Supergiant Games
2014,2,Supergiant Games
2014,2,Supergiant Games
2012,2,Rockstar Studios
2012,2,Valve
2009,1,Valve
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2009,2,Valve
2014,1,"Vanguard Games,343 Industries"
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2013,1,"NetherRealm Studios,High Voltage Software"
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2015,1,tinyBuild
2015,1,tinyBuild
2015,1,tinyBuild
2015,1,tinyBuild
2015,1,Anarchy Enterprises
2015,1,Anarchy Enterprises
2015,1,Anarchy Enterprises
2014,1,"FromSoftware, Inc"
2014,1,"FromSoftware, Inc"
2009,2,DICE
2009,2,DICE
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2003,1,"Raven Software,Aspyr (Mac)"
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2014,1,Double Action Factory
2014,1,Double Action Factory
2014,1,Double Action Factory
2013,1,Bossa Studios
2013,1,Bossa Studios
2013,1,Bossa Studios
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2006,1,Nabi Studios
2006,1,Nabi Studios
2006,1,Nabi Studios
2006,1,Nabi Studios
2007,2,Valve
2007,2,Valve
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2015,1,Stainless Games Ltd.
2015,1,Stainless Games Ltd.
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2016,1,xXarabongXx
2016,1,xXarabongXx
2016,1,xXarabongXx
2014,2,Smoking WOLF
2014,2,Smoking WOLF
2016,1,Capcom
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2015,1,S2 Games
2015,1,S2 Games
2015,1,S2 Games
2015,1,S2 Games
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2014,2,The Behemoth
2014,2,The Behemoth
2014,2,The Behemoth
2014,2,The Behemoth
2004,2,Valve
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,0,Subset Games
2012,0,Subset Games
2012,0,Subset Games
2015,2,Trion Worlds
2015,2,Trion Worlds
2015,2,Trion Worlds
2015,2,Trion Worlds
2015,2,Trion Worlds
2015,2,Trion Worlds
2012,0,Valve
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2014,2,Entrada Interactive LLC
2015,1,Extrokold Games
2015,1,Extrokold Games
2017,1,Above and Beyond Technologies
2017,1,Above and Beyond Technologies
2017,1,Above and Beyond Technologies
2014,2,Sproing
2014,2,Sproing
2014,2,Sproing
2011,2,Valve
2011,2,Valve
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,2,"Gearbox Software,Aspyr (Mac)"
2015,2,"Gearbox Software,Aspyr (Mac)"
2014,2,Blackpowder Games
2014,2,Blackpowder Games
2014,2,Blackpowder Games
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2014,1,Double Fine Productions
2014,1,Double Fine Productions
2014,1,Double Fine Productions
2007,1,Valve
2011,1,Day 1 Studios
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2015,1,Introversion Software
2015,1,Introversion Software
2015,1,Introversion Software
2007,1,Valve
2007,1,Valve
2010,1,DiezelPower
2010,1,DiezelPower
2009,2,Valve
1990,0,id Software
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2015,1,Rockstar North
2015,1,Rockstar North
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2012,1,5th Cell Media
2012,1,5th Cell Media
2012,1,5th Cell Media
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,Capcom
2013,1,Capcom
2013,2,Avalanche Studios
2013,2,Avalanche Studios
1993,1,Humongous Entertainment
1993,1,Humongous Entertainment
2014,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2012,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2013,1,"WB Games Montreal,Splash Damage"
2013,1,"WB Games Montreal,Splash Damage"
2012,1,FireFly Studios
2012,1,FireFly Studios
2012,1,FireFly Studios
2009,1,Volition
2008,2,Ubisoft Montreal
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1999,1,Valve
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2007,1,Valve
2007,1,Valve
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2013,1,QCF Design
2013,1,QCF Design
2013,1,QCF Design
2013,1,QCF Design
2013,1,QCF Design
2007,1,Valve
2007,1,Valve
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2007,2,Valve
2007,2,Valve
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2012,1,NEXON Korea Corp.
2013,1,Digital Extremes
2013,1,Digital Extremes
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2012,1,Jagex Limited
2012,1,Jagex Limited
2015,0,Ubisoft Montreal
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2007,1,Valve
2007,1,Valve
2011,2,Edmund McMillen and Florian Himsl
2011,2,Edmund McMillen and Florian Himsl
2011,2,Edmund McMillen and Florian Himsl
2011,2,Edmund McMillen and Florian Himsl
2007,2,Valve
2007,2,Valve
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2012,2,Valve
2015,0,Techland
2015,0,Techland
2015,0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,1,Rockstar North
2015,1,Rockstar North
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2012,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2012,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2007,2,Valve
2007,2,Valve
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2015,1,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,1,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,Edge of Reality
2014,2,Edge of Reality
2014,2,Edge of Reality
2015,1,Iridium Studios
2015,1,Iridium Studios
2014,2,"Masangsoft, Inc."
2014,2,"Masangsoft, Inc."
2014,2,"Masangsoft, Inc."
2010,2,"Double Helix Games,Rainbow Studios,THQ Nordic"
2015,1,DIMPS
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2013,2,Wolfire Games
2013,2,Wolfire Games
2013,2,Wolfire Games
2012,0,Paradox Development Studio
2012,0,Paradox Development Studio
2012,0,Paradox Development Studio
2016,2,Campo Santo
2016,2,Campo Santo
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2012,2,Torn Banner Studios
2012,2,Torn Banner Studios
2014,1,Crytek
2014,1,Crytek
2014,1,Crytek
2009,2,Gearbox Software
2009,2,Gearbox Software
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2015,1,Hi-Rez Studios
2015,1,Hi-Rez Studios
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2007,1,Valve
2007,1,Valve
2015,1,OVERKILL - a Starbreeze Studio.
2015,1,OVERKILL - a Starbreeze Studio.
2011,1,Supergiant Games
2011,1,Supergiant Games
2011,1,Supergiant Games
2007,2,Valve
2007,2,Valve
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2011,1,Winter Wolves
2011,1,Winter Wolves
2011,1,Winter Wolves
2011,1,Winter Wolves
2010,1,Rebellion
2012,1,Torn Banner Studios
2012,1,Torn Banner Studios
2015,1,Techland
2015,1,Techland
2007,2,Valve
2015,2,Squad
2015,2,Squad
2016,0,Paradox Development Studio
2016,0,Paradox Development Studio
2014,2,Scott Cawthon
2014,2,Scott Cawthon
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2010,2,Team Meat
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2007,2,Valve
2007,2,Valve
2015,2,Beam Team Games
2015,2,Beam Team Games
2015,2,Beam Team Games
2007,1,Valve
2010,0,Paradox Development Studio
2007,2,Valve
2007,2,Valve
2012,0,Valve
2015,1,"Jundroo, LLC"
2015,1,"Jundroo, LLC"
2015,1,U.S. Army
2015,1,U.S. Army
2003,1,"Raven Software,Aspyr (Mac)"
2011,2,CD PROJEKT RED
2007,1,Valve
2007,1,Valve
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,Silver Dollar Games
2014,1,Silver Dollar Games
2014,1,Silver Dollar Games
2010,0,City Interactive
2012,1,Treyarch
2012,1,"Io-Interactive A/S,Feral Interactive (Mac)"
2015,2,Rebellion
2014,1,Digitalmindsoft
2014,1,Digitalmindsoft
2014,1,Digitalmindsoft
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2014,2,Infinity Ward
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2004,1,Troika Games
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,2,Crytek
2014,2,Crytek
2014,2,Crytek
2012,1,Valve
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2013,1,Digital Extremes
2013,1,Digital Extremes
2014,2,Spasman Games
2014,2,Spasman Games
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2009,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,"Dan  Walters,Ceri Williams"
2014,2,"Dan  Walters,Ceri Williams"
2014,2,"Dan  Walters,Ceri Williams"
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2013,1,Pocketwatch Games
2013,1,Pocketwatch Games
2013,1,Pocketwatch Games
2013,1,Pocketwatch Games
2013,1,Pocketwatch Games
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2016,0,5Wolf
2012,2,Nexon
2012,2,Nexon
2012,2,Nexon
2012,2,Nexon
2013,1,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2012,1,Valve
2011,1,Haemimont Games
2011,1,Haemimont Games
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2006,0,Nabi Studios
2006,0,Nabi Studios
2006,0,Nabi Studios
2006,0,Nabi Studios
2016,1,Tripwire Interactive
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2009,1,Tripwire Interactive
2014,0,Stainless Games
2013,2,Telltale Games
2007,2,"2K Boston,2K Australia"
2007,2,"2K Boston,2K Australia"
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2014,0,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,1,"Circle Five Studios,Pub Games"
2015,1,"Circle Five Studios,Pub Games"
2009,1,Valve
2015,1,MAGES. Inc.
2012,1,Terry Cavanagh
2012,1,Terry Cavanagh
2005,1,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
2012,2,Robot Entertainment
2012,2,Robot Entertainment
2012,2,Robot Entertainment
2007,1,Valve
2007,1,Valve
2005,1,Wolfire Games
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,2,"Big Huge Games,38 Studios"
2012,2,"Big Huge Games,38 Studios"
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2011,2,OVERKILL Software
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2009,2,Valve
2014,2,Infinity Ward
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2013,0,Team Psykskallar
2013,0,Team Psykskallar
2013,0,Team Psykskallar
2009,1,Valve
2007,2,Valve
2007,2,Valve
2009,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,1,Arkane Studios
2012,1,Arkane Studios
2013,1,Eugen Systems
2015,1,Keen Software House
2015,1,Keen Software House
2015,1,Keen Software House
2015,1,Keen Software House
2015,1,Keen Software House
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,Arkane Studios
2012,1,Arkane Studios
2006,1,Reality Pump Studios
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2013,1,5th Cell Media
2013,1,5th Cell Media
2013,1,5th Cell Media
2013,1,5th Cell Media
2009,2,Tripwire Interactive
2015,1,"M2H,Blackmill Games"
2015,1,"M2H,Blackmill Games"
2015,1,"M2H,Blackmill Games"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2007,1,"2K Boston,2K Australia"
2007,1,"2K Boston,2K Australia"
2012,1,Valve
2013,1,No data available
2013,1,No data available
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2007,1,Valve
2007,1,Valve
2004,2,Valve
2011,1,Streum On Studio
2011,1,Streum On Studio
2011,1,Streum On Studio
2010,1,Ubisoft Montreal
2010,1,Ubisoft Montreal
2015,1,Turtle Rock Studios
2015,1,Turtle Rock Studios
2016,1,PixelTail Games
2016,1,PixelTail Games
2016,1,PixelTail Games
2016,1,PixelTail Games
2016,1,PixelTail Games
2016,1,PixelTail Games
2009,2,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2014,2,Vortal Storm
2014,2,Vortal Storm
2009,1,Valve
2007,1,Valve
2007,1,Valve
2015,1,tobyfox
2015,1,tobyfox
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2016,0,Hello Games
2016,0,Hello Games
2015,1,Ubisoft Montreal
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2014,2,Shumkov Dmitriy
2014,2,Shumkov Dmitriy
2014,2,Shumkov Dmitriy
2013,2,Humble Hearts LLC
2013,2,Humble Hearts LLC
2013,2,Humble Hearts LLC
2013,2,Humble Hearts LLC
2011,1,N3V Games
2012,2,Valve
2015,0,"CAPCOM Co., Ltd."
2015,0,"CAPCOM Co., Ltd."
2012,1,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2013,2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2009,2,Invent4 Entertainment
2011,1,Valve
2011,1,Valve
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2012,0,FromSoftware
2012,0,FromSoftware
2012,1,Hardsuit Labs
2012,1,Hardsuit Labs
2012,2,Unknown Worlds Entertainment
2012,2,Unknown Worlds Entertainment
2012,2,Unknown Worlds Entertainment
2013,2,Digital Extremes
2013,2,Digital Extremes
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,1,Avalanche Studios
2013,1,Avalanche Studios
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2012,1,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2015,2,Introversion Software
2015,2,Introversion Software
2015,2,Introversion Software
2009,1,Valve
2007,1,Valve
2007,1,Valve
2001,1,Gearbox Software
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2012,1,Valve
2010,2,"Rocksteady Studios,Feral Interactive (Mac)"
2010,2,"Rocksteady Studios,Feral Interactive (Mac)"
2001,2,Firaxis Games
2014,1,"Masangsoft, Inc."
2014,1,"Masangsoft, Inc."
2014,1,"Masangsoft, Inc."
2009,1,Eidos Studio Hungary
2009,1,Eidos Studio Hungary
2007,2,Valve
2007,2,Valve
2005,2,Rebellion
2013,1,EightyEightGames
2013,1,EightyEightGames
2013,1,EightyEightGames
2013,1,EightyEightGames
2015,1,Bethesda Game Studios
2014,1,No data available
2014,1,11 bit studios
2014,1,11 bit studios
2014,1,11 bit studios
2015,2,Hi-Rez Studios
2015,2,Hi-Rez Studios
2015,1,Idea Factory
2015,1,Idea Factory
2015,1,Idea Factory
2015,2,Mouldy Toof Studios
2015,2,Mouldy Toof Studios
2015,2,Mouldy Toof Studios
2015,2,Mouldy Toof Studios
2015,2,Mouldy Toof Studios
2012,1,Arkane Studios
2012,1,Arkane Studios
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2014,1,Telltale Games
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,Kyle Seeley
2015,2,Kyle Seeley
2015,2,Kyle Seeley
2015,2,Kyle Seeley
2015,2,Kyle Seeley
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2014,2,Endnight Games Ltd
2015,0,Hyper Hippo Games
2015,0,Hyper Hippo Games
2015,0,Hyper Hippo Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2012,1,Benjamin Rivers Inc.
2012,1,Benjamin Rivers Inc.
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2009,2,Valve
2013,2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2014,0,New World Interactive
2014,0,New World Interactive
2014,0,New World Interactive
2010,1,id Software
2007,1,Valve
2007,1,Valve
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2013,2,United Independent Entertainment GmbH
2013,2,Coffee Stain Studios
2013,2,Coffee Stain Studios
2013,2,Coffee Stain Studios
2014,1,Touz
2014,1,Touz
2014,1,Touz
2014,1,Touz
2014,1,RobTop Games
2014,1,RobTop Games
2000,1,Ion Storm
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2006,2,Frozenbyte
2015,0,Archive Entertainment
2015,0,Archive Entertainment
2015,0,Archive Entertainment
2015,0,Archive Entertainment
2015,0,Archive Entertainment
2015,0,Archive Entertainment
2015,1,Treyarch
2015,1,Treyarch
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2012,2,Ronimo Games
2012,2,Ronimo Games
2012,2,Ronimo Games
2012,2,Ronimo Games
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2007,1,Valve
2007,1,Valve
2015,2,HuniePot
2015,2,HuniePot
2015,2,HuniePot
2015,2,HuniePot
2015,1,Rocksteady Studios
2015,1,Rocksteady Studios
2013,2,Traveller's Tales
2013,2,Traveller's Tales
2014,2,No data available
2010,2,Baller Industries
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2014,1,Digitalmindsoft
2014,1,Digitalmindsoft
2014,1,Digitalmindsoft
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2012,2,Valve
2011,0,Freebird Games
2011,0,Freebird Games
