sentiment_analysis,developer
2,Critical Studio
2,Critical Studio
2,Critical Studio
2,Valve
2,Valve
2,JForce Games
2,JForce Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Reloaded Productions
2,Reloaded Productions
2,Reloaded Productions
2,Valve
2,Valve
0,Valve
0,Volition
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Techland
2,Techland
2,Ubisoft
2,Ubisoft
2,Rockstar North
2,Rockstar North
2,MagicalTimeBean
2,MagicalTimeBean
2,Valve
2,Valve
2,Valve
2,FromSoftware
2,FromSoftware
2,Traveller's Tales
2,Traveller's Tales
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
0,Ubisoft Montreal
0,Ubisoft Montreal
2,Freebird Games
2,Freebird Games
2,Freebird Games
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,Valve
2,Valve
2,Valve
2,Valve
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Torn Banner Studios
2,Torn Banner Studios
2,Valve
2,Power of 2
2,Power of 2
2,Power of 2
0,Everything Unlimited Ltd.
0,Everything Unlimited Ltd.
2,Blacklight Interactive
2,Blacklight Interactive
2,Blacklight Interactive
2,Blacklight Interactive
2,Digital Extremes
2,Digital Extremes
2,3909
2,3909
2,Rockstar North
2,Rockstar North
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
0,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,Giants Software
0,Valve
0,Valve
2,Double Fine Productions
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Valve
2,Valve
2,Valve
2,Valve
2,Deep Silver Volition
2,Deep Silver Volition
0,Volition
0,"Monolith Productions, Inc."
0,"Monolith Productions, Inc."
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Monomi Park
2,Monomi Park
2,Monomi Park
2,Monomi Park
2,City Interactive
2,Torn Banner Studios
2,Torn Banner Studios
0,Valve
0,Valve
2,Valve
2,Dinosaur Polo Club
2,Dinosaur Polo Club
2,Dinosaur Polo Club
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Red Barrels
2,Red Barrels
2,Red Barrels
2,Valve
2,Valve
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
2,Crytek
0,Red Barrels
0,Red Barrels
0,Red Barrels
2,New World Interactive
2,New World Interactive
2,New World Interactive
0,Bugbear Entertainment
2,△○□× (Miwashiba)
2,△○□× (Miwashiba)
2,Torn Banner Studios
2,Torn Banner Studios
2,Overhype Studios
2,Overhype Studios
2,Overhype Studios
2,Valve
2,Valve
0,No data available
0,No data available
0,No data available
0,No data available
2,Valve
2,Valve
2,Valve
2,Valve
0,Over The Moon
0,Over The Moon
0,Over The Moon
2,Traveller's Tales
2,Traveller's Tales
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,Valve
2,Valve
2,Offworld Industries
2,Offworld Industries
2,Offworld Industries
2,Offworld Industries
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Ginger Labs LLC
2,Ginger Labs LLC
2,Ginger Labs LLC
0,Reloaded Productions
0,Reloaded Productions
0,Reloaded Productions
0,Hi-Rez Studios
0,Hi-Rez Studios
2,Hi-Rez Studios
2,Hi-Rez Studios
2,tobyfox
2,tobyfox
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Valve
0,Valve
0,tobyfox
0,tobyfox
2,Valve
2,Valve
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
0,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Valve
2,OVERKILL - a Starbreeze Studio.
2,OVERKILL - a Starbreeze Studio.
2,Larian Studios
2,Larian Studios
2,Larian Studios
2,Larian Studios
2,Bethesda Game Studios
2,Pandemic Studios
2,Hardsuit Labs
2,Hardsuit Labs
2,Uber Entertainment
2,Uber Entertainment
2,Uber Entertainment
2,Uber Entertainment
2,Uber Entertainment
0,Organic Humans
0,Organic Humans
0,Organic Humans
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,Wild Shadow Studios
2,United Front Games
2,United Front Games
2,No data available
2,No data available
2,No data available
2,No data available
2,Nabi Studios
2,Nabi Studios
2,Nabi Studios
2,Nabi Studios
0,Valve
2,Oddworld Inhabitants
2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,"CreSpirit,GemaYue"
2,"CreSpirit,GemaYue"
2,"CreSpirit,GemaYue"
2,"CreSpirit,GemaYue"
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Valve
2,Valve
2,Valve
2,Valve
2,Star Gem Inc.
2,Star Gem Inc.
2,Star Gem Inc.
2,Star Gem Inc.
0,Bitbox Ltd.
0,Bitbox Ltd.
0,Bitbox Ltd.
0,Bitbox Ltd.
2,GhostShark
2,GhostShark
2,Petroglyph
2,Rocket Bear Games
2,Rocket Bear Games
2,Rocket Bear Games
0,Nomad Games
0,Nomad Games
0,Nomad Games
2,Valve
0,Infinity Ward
2,United Front Games
2,United Front Games
2,Pandemic Studios
0,Valve
2,Telltale Games
0,Konami Digital Entertainment
0,Konami Digital Entertainment
2,Valve
2,Lag Studios
2,Lag Studios
2,Lag Studios
2,Lag Studios
2,Bankroll Studios
2,Bankroll Studios
2,Bankroll Studios
2,Bankroll Studios
2,Volition
0,Freejam
0,Freejam
0,Freejam
0,Freejam
0,Freejam
0,Freejam
2,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
0,Team Psykskallar
0,Team Psykskallar
0,Team Psykskallar
2,Treyarch
2,WARTEAM
2,WARTEAM
2,WARTEAM
0,Valve
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Valve
2,Spooky Squid Games Inc.
2,Spooky Squid Games Inc.
2,Eko Software
2,Eko Software
2,Eko Software
2,Valve
2,Valve
0,Edmund McMillen and Florian Himsl
0,Edmund McMillen and Florian Himsl
0,Edmund McMillen and Florian Himsl
0,Edmund McMillen and Florian Himsl
2,Valve
2,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Valve
0,Ubisoft
0,Ubisoft
2,Valve
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Criterion Games
2,Rockstar North
2,Rockstar North
2,Valve
2,Colossal Order Ltd.
2,Colossal Order Ltd.
2,U.S. Army
2,U.S. Army
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
0,Krillbite Studio
0,Krillbite Studio
0,Krillbite Studio
0,Valve
0,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,RobTop Games
2,RobTop Games
2,"NetherRealm Studios,High Voltage Software"
2,Valve
2,Spasman Games
2,Spasman Games
0,practicing01
0,practicing01
2,Destructive Creations
2,Destructive Creations
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
0,Edge of Reality
0,Edge of Reality
0,Edge of Reality
2,"Rocksteady Studios,Feral Interactive (Mac)"
2,"Rocksteady Studios,Feral Interactive (Mac)"
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,The Sims Studio
2,Valve
0,Crowbar Collective
0,Crowbar Collective
0,Crowbar Collective
0,Crowbar Collective
0,Brace Yourself Games
0,Brace Yourself Games
0,Brace Yourself Games
2,SEGA
2,SEGA
2,SEGA
0,Valve
0,Valve
0,Valve
0,Valve
2,Krillbite Studio
2,Krillbite Studio
2,Krillbite Studio
2,Squad
2,Squad
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Playsaurus
2,Valve
2,Valve
2,Ubisoft Toronto
2,Ubisoft Toronto
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Introversion Software
2,Introversion Software
2,Introversion Software
2,4 I Lab
2,4 I Lab
2,4 I Lab
2,4 I Lab
2,4 I Lab
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Valve
2,Idea Factory
2,Idea Factory
2,Idea Factory
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
0,Lab Zero Games
0,Lab Zero Games
2,Treyarch
2,Redshift
2,Redshift
2,Redshift
2,Fatshark
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Retro Yeti Games
2,Retro Yeti Games
2,Valve
2,Valve
2,Dominique Grieshofer
2,Dominique Grieshofer
2,Dominique Grieshofer
2,Klei Entertainment
2,Klei Entertainment
2,Klei Entertainment
2,Valve
2,Valve
2,Tripwire Interactive
2,Young Horses
2,Young Horses
2,Young Horses
0,Chucklefish
0,Chucklefish
0,Chucklefish
0,Chucklefish
0,Chucklefish
2,Valve
2,Torn Banner Studios
2,Torn Banner Studios
2,Valve
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
0,Edge of Reality
0,Edge of Reality
0,Edge of Reality
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Valve
2,Vlambeer
2,Vlambeer
2,Vlambeer
2,Splash Damage
2,Splash Damage
0,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Illwinter Game Design
2,Illwinter Game Design
2,Hardsuit Labs
2,Hardsuit Labs
2,Terry Cavanagh
2,Terry Cavanagh
2,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Secret Exit Ltd.
2,Secret Exit Ltd.
2,Secret Exit Ltd.
0,"2K Czech,Feral Interactive (Mac)"
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
2,Facepunch Studios
2,Facepunch Studios
0,Red Hook Studios
0,Red Hook Studios
0,Red Hook Studios
2,Telltale Games
2,Telltale Games
2,Valve
2,"Trion Worlds, Inc."
2,"Trion Worlds, Inc."
2,"Trion Worlds, Inc."
2,"Trion Worlds, Inc."
2,Blue Bottle Games
2,Blue Bottle Games
2,Blue Bottle Games
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Silver Dollar Games
2,Silver Dollar Games
2,Silver Dollar Games
0,Ronimo Games
0,Ronimo Games
0,Ronimo Games
0,Ronimo Games
2,Valve
2,Telltale Games
2,Klei Entertainment
2,Klei Entertainment
2,Klei Entertainment
0,"Visual Concepts,Yuke's"
0,"Visual Concepts,Yuke's"
2,"Firaxis Games,Aspyr (Mac, Linux)"
0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Digital Extremes
2,Digital Extremes
0,Vlambeer
0,Vlambeer
0,Vlambeer
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Tripwire Interactive
2,Facepunch Studios
2,Facepunch Studios
2,SCS Software
2,SCS Software
2,Valve
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,New World Interactive
2,New World Interactive
2,New World Interactive
2,Valve
2,Sector3 Studios
2,Sector3 Studios
2,Sector3 Studios
2,Sector3 Studios
2,No data available
2,No data available
2,No data available
2,No data available
2,Valve
2,Valve
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,Eden Industries
2,Eden Industries
2,Eden Industries
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,"Rocketeer Games Studio, LLC"
2,Valve
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,Valve
2,Valve
0,Shining Rock Software LLC
0,Shining Rock Software LLC
0,Shining Rock Software LLC
2,Zombie Panic Team
2,Zombie Panic Team
2,Zombie Panic Team
0,Facepunch Studios
0,Facepunch Studios
2,Transhuman Design
2,Transhuman Design
0,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
2,800 North and Digital Ranch
2,800 North and Digital Ranch
2,Tripwire Interactive
2,Nabi Studios
2,Nabi Studios
2,Nabi Studios
2,Nabi Studios
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,"Gearbox Software,Aspyr (Mac)"
2,"Gearbox Software,Aspyr (Mac)"
0,Valve
0,Valve
0,Konami Digital Entertainment
0,Konami Digital Entertainment
2,Paradox Development Studio
2,Paradox Development Studio
2,Arkane Studios
2,Arkane Studios
0,"Jagex,Artplant"
0,"Jagex,Artplant"
0,"Jagex,Artplant"
0,"Jagex,Artplant"
2,Ronimo Games
2,Ronimo Games
2,Ronimo Games
2,Ronimo Games
2,Valve
2,Valve
2,"Hopoo Games, LLC"
2,"Hopoo Games, LLC"
2,"Hopoo Games, LLC"
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,Valve
2,Valve
2,Greenheart Games
2,Greenheart Games
2,Greenheart Games
2,Greenheart Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Outerminds Inc.
2,Outerminds Inc.
2,Outerminds Inc.
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,Valve
0,Re-Logic
0,Re-Logic
0,Re-Logic
0,Re-Logic
0,Konami Digital Entertainment
0,Konami Digital Entertainment
0,Valve
0,Valve
2,Valve
2,Valve
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,Fatshark
0,Fatshark
2,Free Lives
2,Free Lives
2,Free Lives
2,Free Lives
2,Valve
2,Valve
2,Carlsen Games
2,Carlsen Games
2,OVERKILL - a Starbreeze Studio.
2,OVERKILL - a Starbreeze Studio.
0,Cyanide Studios
0,Cyanide Studios
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
0,Arrowhead Game Studios
0,Arrowhead Game Studios
2,DICE
2,DICE
2,Twisted Pixel Games
2,Twisted Pixel Games
2,Valve
2,Valve
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"CRAZYDIAMOND CO., LTD."
2,"CRAZYDIAMOND CO., LTD."
2,"CRAZYDIAMOND CO., LTD."
2,"CRAZYDIAMOND CO., LTD."
2,Valve
2,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Tripwire Interactive
0,Tripwire Interactive
0,Tripwire Interactive
2,"Bluehole, Inc."
2,"Bluehole, Inc."
2,"Bluehole, Inc."
2,"Bluehole, Inc."
2,"Bluehole, Inc."
0,SCS Software
0,SCS Software
2,Aperture Tag Team
2,Aperture Tag Team
2,Aperture Tag Team
2,Aperture Tag Team
2,Runic Games
2,Runic Games
2,Runic Games
2,Runic Games
0,"FromSoftware, Inc"
0,"FromSoftware, Inc"
2,Rebellion
0,Valve
0,Valve
2,Telltale Games
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Santa Ragione
0,Santa Ragione
2,Rebellion
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,DONTNOD Entertainment
2,DONTNOD Entertainment
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
0,Team Psykskallar
0,Team Psykskallar
0,Team Psykskallar
2,Valve
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
0,Nabi Studios
0,Nabi Studios
0,Nabi Studios
0,Nabi Studios
2,Valve
0,Deep Silver Volition
0,Deep Silver Volition
2,Double Fine Productions
2,Double Fine Productions
2,Double Fine Productions
2,Jagex Limited
2,Jagex Limited
2,Valve
2,Valve
0,Brytenwalda
0,Brytenwalda
0,Brytenwalda
0,Brytenwalda
2,Poppermost Productions
2,Poppermost Productions
2,Poppermost Productions
2,Poppermost Productions
2,Poppermost Productions
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
0,Nexon
0,Nexon
0,Nexon
0,Nexon
0,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,2DArray
2,2DArray
2,2DArray
0,Scott Cawthon
0,Scott Cawthon
0,Squad
0,Squad
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Thomas Bowker
2,Thomas Bowker
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Facepunch Studios
2,Facepunch Studios
0,Awesome Games Studio
0,Awesome Games Studio
0,Awesome Games Studio
0,Awesome Games Studio
2,Valve
2,SmashGames
2,SmashGames
2,SmashGames
2,SmashGames
0,Deep Silver Volition
0,Deep Silver Volition
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Treyarch
2,Infinity Ward
2,Red Dwarf Games
2,Red Dwarf Games
2,Red Dwarf Games
2,Red Dwarf Games
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Trion Worlds
0,Code}{atch
0,Code}{atch
0,Code}{atch
0,Code}{atch
0,Code}{atch
2,"Relic Entertainment,Feral Interactive (Mac/Linux)"
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Rockstar New England
2,Rockstar New England
2,Rebellion
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Vostok Games
2,Vostok Games
2,Vostok Games
2,Vostok Games
2,Vostok Games
0,Shiver Games
0,Shiver Games
0,Shiver Games
0,Krillbite Studio
0,Krillbite Studio
0,Krillbite Studio
0,Squad
0,Squad
0,Valve
0,Valve
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
2,Daniel Davies
2,Daniel Davies
2,Daniel Davies
2,Daniel Davies
2,Valve
2,Valve
2,Valve
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,"IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)"
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Valve
2,800 North and Digital Ranch
2,800 North and Digital Ranch
0,Bethesda Game Studios
2,Elecorn
2,Elecorn
2,Elecorn
2,Elecorn
2,Elecorn
2,Elecorn
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Endnight Games Ltd
2,Valve
2,SnoutUp
2,SnoutUp
2,SnoutUp
0,Evil Tortilla Games
0,Evil Tortilla Games
0,Evil Tortilla Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Chris Sawyer Productions
2,Chris Sawyer Productions
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
0,Re-Logic
0,Re-Logic
0,Re-Logic
0,Re-Logic
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Beam Team Games
2,Beam Team Games
2,Beam Team Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Red Duck Inc.
2,Red Duck Inc.
2,Rockstar North
2,Rockstar North
0,Arkane Studios
0,Arkane Studios
2,Krillbite Studio
2,Krillbite Studio
2,Krillbite Studio
2,"KOEI TECMO GAMES CO., LTD."
2,"Eidos-Montréal,Feral Interactive (Mac)"
2,"Eidos-Montréal,Feral Interactive (Mac)"
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
0,The Indie Stone
0,The Indie Stone
0,The Indie Stone
0,The Indie Stone
2,Valve
2,Valve
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
0,the whale husband
0,the whale husband
0,the whale husband
0,the whale husband
2,Freebird Games
2,Freebird Games
2,Freebird Games
0,BlankMediaGames
0,BlankMediaGames
0,BlankMediaGames
2,Hoobalugalar_X
2,Hoobalugalar_X
2,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Recoil Games
2,Recoil Games
2,Recoil Games
2,Valve
2,Valve
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
2,Ironhide Game Studio
2,Ironhide Game Studio
2,Ironhide Game Studio
2,Valve
2,Telltale Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,Bluehole Ginno Games
2,Bluehole Ginno Games
2,Bluehole Ginno Games
2,Bluehole Ginno Games
2,Valve
2,Nickervision Studios
2,Nickervision Studios
2,Nickervision Studios
2,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)"
2,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)"
2,Suspicious Developments
2,Suspicious Developments
2,Suspicious Developments
2,Dennaton Games
2,Dennaton Games
2,Slightly Mad Studios
2,Slightly Mad Studios
2,Slightly Mad Studios
0,Evil Twin Artworks
0,Evil Twin Artworks
0,Evil Twin Artworks
0,Valve
2,Valve
2,Galactic Cafe
2,Galactic Cafe
2,ConcernedApe
2,ConcernedApe
2,ConcernedApe
2,Valve
2,Valve
2,Shining Rock Software LLC
2,Shining Rock Software LLC
2,Shining Rock Software LLC
0,Playsaurus
0,Playsaurus
0,Playsaurus
0,Playsaurus
0,Playsaurus
0,Playsaurus
0,Playsaurus
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Triple.B.Titles
2,Triple.B.Titles
2,Triple.B.Titles
2,Valve
2,Valve
2,"Tlön Studios,Ilex Games"
2,"Tlön Studios,Ilex Games"
2,"Tlön Studios,Ilex Games"
0,Valve
2,Paradox Development Studio
2,Paradox Development Studio
